speed,angle,timestamp,state
"[25.0, -28.0, -9.0, 24.0]","[12222.0, 20138.0, 2666.0, 7719.0]","[48390.0, 48391.0, 48393.0, 48394.0]","[0.0, 0.0, 0.0, 0.0]"
"[64.0, -71.0, -65.0, 58.0]","[14724.0, 17621.0, 261.0, 10450.0]","[48450.0, 48451.0, 48453.0, 48454.0]","[0.0, 0.0, 0.0, 0.0]"
"[46.0, -18.0, -32.0, 19.0]","[17024.0, 14959.0, 30876.0, 13328.0]","[48510.0, 48511.0, 48513.0, 48514.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -27.0, -26.0, 33.0]","[18594.0, 13592.0, 29088.0, 14428.0]","[48570.0, 48571.0, 48573.0, 48574.0]","[0.0, 0.0, 0.0, 0.0]"
"[37.0, -46.0, -38.0, 53.0]","[20267.0, 11317.0, 27343.0, 16854.0]","[48630.0, 48631.0, 48633.0, 48634.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -13.0, -10.0, 11.0]","[21611.0, 9873.0, 26124.0, 18334.0]","[48690.0, 48691.0, 48693.0, 48694.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -28.0, -31.0, 33.0]","[22319.0, 8868.0, 25326.0, 19212.0]","[48750.0, 48751.0, 48753.0, 48754.0]","[0.0, 0.0, 0.0, 0.0]"
"[23.0, -24.0, -14.0, 25.0]","[23929.0, 7090.0, 23764.0, 21165.0]","[48810.0, 48811.0, 48813.0, 48814.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -11.0, -6.0, 11.0]","[24472.0, 6360.0, 23234.0, 21713.0]","[48870.0, 48871.0, 48873.0, 48874.0]","[0.0, 0.0, 0.0, 0.0]"
"[-2.0, -9.0, -15.0, 18.0]","[25211.0, 5548.0, 22575.0, 22660.0]","[48930.0, 48931.0, 48933.0, 48934.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -8.0, -7.0, 3.0]","[25749.0, 5050.0, 22115.0, 23191.0]","[48990.0, 48991.0, 48993.0, 48994.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -4.0, -4.0, 1.0]","[25948.0, 4767.0, 21915.0, 23411.0]","[49050.0, 49051.0, 49053.0, 49054.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -2.0, -6.0, -3.0]","[26106.0, 4650.0, 21747.0, 23506.0]","[49110.0, 49111.0, 49113.0, 49114.0]","[0.0, 0.0, 0.0, 0.0]"
"[107.0, -81.0, -70.0, 47.0]","[28425.0, 2892.0, 19343.0, 24777.0]","[49170.0, 49171.0, 49173.0, 49174.0]","[0.0, 0.0, 0.0, 0.0]"
"[59.0, -71.0, -66.0, 78.0]","[32597.0, 31749.0, 15278.0, 28400.0]","[49230.0, 49231.0, 49233.0, 49234.0]","[0.0, 0.0, 0.0, 0.0]"
"[42.0, -25.0, -30.0, 31.0]","[2695.0, 29123.0, 12815.0, 30722.0]","[49290.0, 49291.0, 49293.0, 49294.0]","[0.0, 0.0, 0.0, 0.0]"
"[50.0, -56.0, -56.0, 48.0]","[4662.0, 27208.0, 10741.0, 32570.0]","[49350.0, 49351.0, 49353.0, 49354.0]","[0.0, 0.0, 0.0, 0.0]"
"[38.0, -40.0, -36.0, 36.0]","[7751.0, 24308.0, 7744.0, 2855.0]","[49410.0, 49411.0, 49413.0, 49414.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -19.0, -22.0, 12.0]","[9023.0, 23122.0, 6712.0, 3531.0]","[49470.0, 49471.0, 49473.0, 49474.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -41.0, -49.0, 49.0]","[10662.0, 21486.0, 4962.0, 5378.0]","[49530.0, 49531.0, 49533.0, 49534.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -17.0, 12.0, 11.0]","[12608.0, 19481.0, 3257.0, 7296.0]","[49590.0, 49591.0, 49593.0, 49594.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -15.0, -20.0, 19.0]","[13448.0, 18818.0, 2804.0, 7786.0]","[49650.0, 49651.0, 49653.0, 49654.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -20.0, -21.0, 23.0]","[14809.0, 17465.0, 1493.0, 9167.0]","[49710.0, 49711.0, 49713.0, 49714.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -5.0, -3.0, 8.0]","[15397.0, 16855.0, 829.0, 9720.0]","[49770.0, 49771.0, 49773.0, 49774.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -8.0, -5.0, 8.0]","[15885.0, 16593.0, 538.0, 10116.0]","[49830.0, 49831.0, 49833.0, 49834.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -13.0, -15.0, 9.0]","[16374.0, 16126.0, 33.0, 10550.0]","[49890.0, 49891.0, 49893.0, 49894.0]","[0.0, 0.0, 0.0, 0.0]"
"[112.0, -82.0, -42.0, 71.0]","[19101.0, 14284.0, 31058.0, 12244.0]","[49950.0, 49951.0, 49953.0, 49954.0]","[0.0, 0.0, 0.0, 0.0]"
"[60.0, -72.0, -74.0, 84.0]","[23321.0, 10046.0, 26980.0, 16471.0]","[50010.0, 50011.0, 50013.0, 50014.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -15.0, -42.0, 27.0]","[25514.0, 7880.0, 24726.0, 19060.0]","[50070.0, 50071.0, 50073.0, 50074.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -54.0, -60.0, 56.0]","[27744.0, 5924.0, 22660.0, 21271.0]","[50130.0, 50131.0, 50133.0, 50134.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -35.0, -33.0, 27.0]","[30689.0, 3214.0, 19816.0, 24396.0]","[50190.0, 50191.0, 50193.0, 50194.0]","[0.0, 0.0, 0.0, 0.0]"
"[7.0, -16.0, -10.0, 11.0]","[31606.0, 2079.0, 18766.0, 25395.0]","[50250.0, 50251.0, 50253.0, 50254.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -4.0, -6.0, 16.0]","[2153.0, 31047.0, 15270.0, 29249.0]","[50370.0, 50371.0, 50373.0, 50374.0]","[0.0, 0.0, 0.0, 0.0]"
"[25.0, -23.0, -25.0, 24.0]","[3044.0, 30176.0, 14434.0, 30005.0]","[50430.0, 50431.0, 50433.0, 50434.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -16.0, -11.0, 14.0]","[4185.0, 28971.0, 13288.0, 31197.0]","[50490.0, 50491.0, 50493.0, 50494.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -9.0, -8.0, 7.0]","[4637.0, 28446.0, 12836.0, 31615.0]","[50550.0, 50551.0, 50553.0, 50554.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -4.0, -7.0, 9.0]","[5121.0, 27992.0, 12445.0, 32131.0]","[50610.0, 50611.0, 50613.0, 50614.0]","[0.0, 0.0, 0.0, 0.0]"
"[-91.0, -59.0, -106.0, -64.0]","[4456.0, 26609.0, 10878.0, 31177.0]","[50670.0, 50671.0, 50673.0, 50674.0]","[0.0, 0.0, 0.0, 0.0]"
"[-76.0, -91.0, -103.0, -71.0]","[32345.0, 21550.0, 5859.0, 26631.0]","[50730.0, 50731.0, 50733.0, 50734.0]","[0.0, 0.0, 0.0, 0.0]"
"[-85.0, -89.0, -89.0, -90.0]","[27667.0, 16726.0, 923.0, 21560.0]","[50790.0, 50791.0, 50793.0, 50794.0]","[0.0, 0.0, 0.0, 0.0]"
"[-104.0, -108.0, -81.0, -83.0]","[22385.0, 11923.0, 28790.0, 16180.0]","[50850.0, 50851.0, 50853.0, 50854.0]","[0.0, 0.0, 0.0, 0.0]"
"[-100.0, -103.0, -97.0, -102.0]","[16949.0, 6631.0, 23628.0, 10775.0]","[50910.0, 50911.0, 50913.0, 50914.0]","[0.0, 0.0, 0.0, 0.0]"
"[-84.0, -101.0, -92.0, -86.0]","[11787.0, 1201.0, 18336.0, 5616.0]","[50970.0, 50971.0, 50973.0, 50974.0]","[0.0, 0.0, 0.0, 0.0]"
"[-43.0, -42.0, -49.0, -73.0]","[7362.0, 29477.0, 13698.0, 1156.0]","[51030.0, 51031.0, 51033.0, 51034.0]","[0.0, 0.0, 0.0, 0.0]"
"[-21.0, -20.0, -23.0, -25.0]","[5555.0, 27634.0, 11641.0, 32052.0]","[51090.0, 51091.0, 51093.0, 51094.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, 10.0, -28.0, -12.0]","[5640.0, 27831.0, 10886.0, 31342.0]","[51150.0, 51151.0, 51153.0, 51154.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -84.0, -69.0, 58.0]","[9798.0, 25607.0, 8496.0, 93.0]","[51210.0, 51211.0, 51213.0, 51214.0]","[0.0, 0.0, 0.0, 0.0]"
"[63.0, -65.0, -57.0, 81.0]","[13085.0, 21594.0, 4848.0, 5029.0]","[51270.0, 51271.0, 51273.0, 51274.0]","[0.0, 0.0, 0.0, 0.0]"
"[31.0, -23.0, -26.0, 27.0]","[14719.0, 19969.0, 3013.0, 6937.0]","[51330.0, 51331.0, 51333.0, 51334.0]","[0.0, 0.0, 0.0, 0.0]"
"[61.0, -67.0, -54.0, 51.0]","[16722.0, 17784.0, 530.0, 9287.0]","[51390.0, 51391.0, 51393.0, 51394.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -30.0, -16.0, 28.0]","[18959.0, 15000.0, 30765.0, 12194.0]","[51450.0, 51451.0, 51453.0, 51454.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -33.0, -19.0, 26.0]","[19613.0, 13951.0, 29955.0, 12987.0]","[51510.0, 51511.0, 51513.0, 51514.0]","[0.0, 0.0, 0.0, 0.0]"
"[48.0, -49.0, -50.0, 50.0]","[21818.0, 10944.0, 27586.0, 15661.0]","[51570.0, 51571.0, 51573.0, 51574.0]","[0.0, 0.0, 0.0, 0.0]"
"[31.0, -3.0, -5.0, 20.0]","[22474.0, 9617.0, 26340.0, 17235.0]","[51630.0, 51631.0, 51633.0, 51634.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -43.0, -41.0, 31.0]","[23318.0, 8434.0, 25172.0, 18093.0]","[51690.0, 51691.0, 51693.0, 51694.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -36.0, -19.0, 27.0]","[24626.0, 6427.0, 23614.0, 19988.0]","[51750.0, 51751.0, 51753.0, 51754.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -7.0, -9.0, 7.0]","[25369.0, 5502.0, 22871.0, 20664.0]","[51810.0, 51811.0, 51813.0, 51814.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -13.0, -8.0, 13.0]","[25952.0, 4918.0, 22284.0, 21304.0]","[51870.0, 51871.0, 51873.0, 51874.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -8.0, -11.0, 8.0]","[26715.0, 4264.0, 21814.0, 22135.0]","[51930.0, 51931.0, 51933.0, 51934.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -8.0, -10.0, 6.0]","[27185.0, 3752.0, 21334.0, 22618.0]","[51990.0, 51991.0, 51993.0, 51994.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -7.0, -8.0, 7.0]","[27664.0, 3331.0, 20871.0, 23083.0]","[52050.0, 52051.0, 52053.0, 52054.0]","[0.0, 0.0, 0.0, 0.0]"
"[55.0, -35.0, -41.0, 23.0]","[29059.0, 2662.0, 19752.0, 23711.0]","[52110.0, 52111.0, 52113.0, 52114.0]","[0.0, 0.0, 0.0, 0.0]"
"[76.0, -82.0, -84.0, 98.0]","[1334.0, 31693.0, 16259.0, 27279.0]","[52170.0, 52171.0, 52173.0, 52174.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -35.0, -30.0, 10.0]","[4432.0, 28197.0, 13042.0, 30852.0]","[52230.0, 52231.0, 52233.0, 52234.0]","[0.0, 0.0, 0.0, 0.0]"
"[29.0, -41.0, -52.0, 19.0]","[6830.0, 26700.0, 10934.0, 32572.0]","[52290.0, 52291.0, 52293.0, 52294.0]","[0.0, 0.0, 0.0, 0.0]"
"[44.0, -62.0, -48.0, 60.0]","[9083.0, 23692.0, 8178.0, 2718.0]","[52350.0, 52351.0, 52353.0, 52354.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -21.0, -20.0, 13.0]","[10861.0, 21758.0, 6445.0, 4622.0]","[52410.0, 52411.0, 52413.0, 52414.0]","[0.0, 0.0, 0.0, 0.0]"
"[43.0, -39.0, -31.0, 27.0]","[12104.0, 20670.0, 5262.0, 5702.0]","[52470.0, 52471.0, 52473.0, 52474.0]","[0.0, 0.0, 0.0, 0.0]"
"[34.0, -25.0, -26.0, 27.0]","[14422.0, 18618.0, 3075.0, 7951.0]","[52530.0, 52531.0, 52533.0, 52534.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, -16.0, -10.0, -12.0]","[14851.0, 17685.0, 2414.0, 8077.0]","[52590.0, 52591.0, 52593.0, 52594.0]","[0.0, 0.0, 0.0, 0.0]"
"[21.0, -10.0, -15.0, 23.0]","[15385.0, 17047.0, 1764.0, 8698.0]","[52650.0, 52651.0, 52653.0, 52654.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -5.0, -13.0, 15.0]","[16513.0, 16463.0, 955.0, 9680.0]","[52710.0, 52711.0, 52713.0, 52714.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -9.0, -11.0, 6.0]","[17256.0, 15861.0, 310.0, 10324.0]","[52770.0, 52771.0, 52773.0, 52774.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -13.0, -4.0, 5.0]","[17706.0, 15299.0, 32643.0, 10742.0]","[52830.0, 52831.0, 52833.0, 52834.0]","[0.0, 0.0, 0.0, 0.0]"
"[106.0, -63.0, -39.0, 48.0]","[20017.0, 13824.0, 31135.0, 11930.0]","[52890.0, 52891.0, 52893.0, 52894.0]","[0.0, 0.0, 0.0, 0.0]"
"[78.0, -83.0, -89.0, 91.0]","[24763.0, 9268.0, 27201.0, 16328.0]","[52950.0, 52951.0, 52953.0, 52954.0]","[0.0, 0.0, 0.0, 0.0]"
"[14.0, -11.0, -25.0, 11.0]","[27152.0, 6547.0, 25116.0, 19216.0]","[53010.0, 53011.0, 53013.0, 53014.0]","[0.0, 0.0, 0.0, 0.0]"
"[51.0, -57.0, -46.0, 40.0]","[28815.0, 5117.0, 23195.0, 20958.0]","[53070.0, 53071.0, 53073.0, 53074.0]","[0.0, 0.0, 0.0, 0.0]"
"[52.0, -50.0, -49.0, 46.0]","[31828.0, 1805.0, 19921.0, 24250.0]","[53130.0, 53131.0, 53133.0, 53134.0]","[0.0, 0.0, 0.0, 0.0]"
"[16.0, -16.0, -28.0, 10.0]","[785.0, 602.0, 18814.0, 25384.0]","[53190.0, 53191.0, 53193.0, 53194.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -53.0, -39.0, 39.0]","[1949.0, 30939.0, 17316.0, 26705.0]","[53250.0, 53251.0, 53253.0, 53254.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -33.0, -23.0, 35.0]","[3708.0, 28941.0, 15406.0, 28637.0]","[53310.0, 53311.0, 53313.0, 53314.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -11.0, -14.0, -3.0]","[4407.0, 28105.0, 14693.0, 29200.0]","[53370.0, 53371.0, 53373.0, 53374.0]","[0.0, 0.0, 0.0, 0.0]"
"[15.0, -18.0, -15.0, 21.0]","[5495.0, 26934.0, 13572.0, 30330.0]","[53430.0, 53431.0, 53433.0, 53434.0]","[0.0, 0.0, 0.0, 0.0]"
"[9.0, -3.0, -7.0, 2.0]","[6143.0, 26248.0, 12867.0, 30985.0]","[53490.0, 53491.0, 53493.0, 53494.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -8.0, -13.0, 13.0]","[6728.0, 25768.0, 12436.0, 31483.0]","[53550.0, 53551.0, 53553.0, 53554.0]","[0.0, 0.0, 0.0, 0.0]"
"[-68.0, -71.0, -140.0, -76.0]","[6719.0, 24426.0, 10839.0, 31075.0]","[53610.0, 53611.0, 53613.0, 53614.0]","[0.0, 0.0, 0.0, 0.0]"
"[-77.0, -70.0, -78.0, -99.0]","[1874.0, 19564.0, 5070.0, 26093.0]","[53670.0, 53671.0, 53673.0, 53674.0]","[0.0, 0.0, 0.0, 0.0]"
"[-103.0, -79.0, -85.0, -88.0]","[29798.0, 14977.0, 159.0, 20807.0]","[53730.0, 53731.0, 53733.0, 53734.0]","[0.0, 0.0, 0.0, 0.0]"
"[-89.0, -82.0, -88.0, -97.0]","[24378.0, 10119.0, 28219.0, 15444.0]","[53790.0, 53791.0, 53793.0, 53794.0]","[0.0, 0.0, 0.0, 0.0]"
"[-116.0, -98.0, -86.0, -75.0]","[18960.0, 4623.0, 23152.0, 10205.0]","[53850.0, 53851.0, 53853.0, 53854.0]","[0.0, 0.0, 0.0, 0.0]"
"[-56.0, -63.0, -50.0, -55.0]","[9302.0, 27277.0, 12745.0, 163.0]","[53970.0, 53971.0, 53973.0, 53974.0]","[0.0, 0.0, 0.0, 0.0]"
"[-29.0, -27.0, -22.0, -23.0]","[7179.0, 25240.0, 10769.0, 30966.0]","[54030.0, 54031.0, 54033.0, 54034.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, 42.0, -5.0, -17.0]","[6409.0, 25437.0, 10220.0, 29978.0]","[54090.0, 54091.0, 54093.0, 54094.0]","[0.0, 0.0, 0.0, 0.0]"
"[130.0, -74.0, -38.0, 87.0]","[9569.0, 25646.0, 7635.0, 29940.0]","[54150.0, 54151.0, 54153.0, 54154.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -39.0, -53.0, 61.0]","[13996.0, 19674.0, 4650.0, 4014.0]","[54210.0, 54211.0, 54213.0, 54214.0]","[0.0, 0.0, 0.0, 0.0]"
"[36.0, -27.0, -29.0, 36.0]","[16465.0, 17689.0, 2380.0, 6281.0]","[54270.0, 54271.0, 54273.0, 54274.0]","[0.0, 0.0, 0.0, 0.0]"
"[39.0, -30.0, -40.0, 28.0]","[18177.0, 16295.0, 744.0, 7890.0]","[54330.0, 54331.0, 54333.0, 54334.0]","[0.0, 0.0, 0.0, 0.0]"
"[37.0, -27.0, -40.0, 26.0]","[20507.0, 14131.0, 30952.0, 10056.0]","[54390.0, 54391.0, 54393.0, 54394.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -18.0, -27.0, 16.0]","[21851.0, 12862.0, 29696.0, 11234.0]","[54450.0, 54451.0, 54453.0, 54454.0]","[0.0, 0.0, 0.0, 0.0]"
"[34.0, -39.0, -41.0, 33.0]","[23274.0, 11371.0, 28055.0, 12783.0]","[54510.0, 54511.0, 54513.0, 54514.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -16.0, -10.0, 12.0]","[24864.0, 9762.0, 26425.0, 14343.0]","[54570.0, 54571.0, 54573.0, 54574.0]","[0.0, 0.0, 0.0, 0.0]"
"[10.0, -24.0, -18.0, 16.0]","[25407.0, 9134.0, 25916.0, 14929.0]","[54630.0, 54631.0, 54633.0, 54634.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -33.0, -30.0, 35.0]","[26912.0, 7584.0, 24275.0, 16627.0]","[54690.0, 54691.0, 54693.0, 54694.0]","[0.0, 0.0, 0.0, 0.0]"
"[-6.0, -9.0, -2.0, 5.0]","[27478.0, 6584.0, 23632.0, 17160.0]","[54750.0, 54751.0, 54753.0, 54754.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -25.0, -18.0, 29.0]","[28080.0, 5877.0, 23148.0, 18258.0]","[54810.0, 54811.0, 54813.0, 54814.0]","[0.0, 0.0, 0.0, 0.0]"
"[18.0, -16.0, -13.0, 4.0]","[29181.0, 5048.0, 22267.0, 19252.0]","[54870.0, 54871.0, 54873.0, 54874.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -1.0, -1.0, -2.0]","[29364.0, 4756.0, 22062.0, 19426.0]","[54930.0, 54931.0, 54933.0, 54934.0]","[0.0, 0.0, 0.0, 0.0]"
"[-4.0, -2.0, -28.0, 2.0]","[29518.0, 4605.0, 21937.0, 19566.0]","[54990.0, 54991.0, 54993.0, 54994.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -1.0, -4.0, -1.0]","[29636.0, 4492.0, 21835.0, 19669.0]","[55050.0, 55051.0, 55053.0, 55054.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, 0.0, -3.0, -2.0]","[29735.0, 4398.0, 21740.0, 19760.0]","[55110.0, 55111.0, 55113.0, 55114.0]","[0.0, 0.0, 0.0, 0.0]"
"[-7.0, 4.0, -5.0, 1.0]","[29868.0, 4263.0, 21592.0, 19883.0]","[55170.0, 55171.0, 55173.0, 55174.0]","[0.0, 0.0, 0.0, 0.0]"
"[71.0, -39.0, -73.0, 20.0]","[31370.0, 3942.0, 20518.0, 20171.0]","[55230.0, 55231.0, 55233.0, 55234.0]","[0.0, 0.0, 0.0, 0.0]"
"[69.0, -90.0, -56.0, 120.0]","[3701.0, 385.0, 17219.0, 24065.0]","[55290.0, 55291.0, 55293.0, 55294.0]","[0.0, 0.0, 0.0, 0.0]"
"[20.0, -31.0, -24.0, 37.0]","[6976.0, 29577.0, 14112.0, 28535.0]","[55350.0, 55351.0, 55353.0, 55354.0]","[0.0, 0.0, 0.0, 0.0]"
"[30.0, -46.0, -43.0, 40.0]","[9114.0, 27706.0, 12361.0, 30558.0]","[55410.0, 55411.0, 55413.0, 55414.0]","[0.0, 0.0, 0.0, 0.0]"
"[41.0, -48.0, -48.0, 57.0]","[11164.0, 24497.0, 9724.0, 385.0]","[55470.0, 55471.0, 55473.0, 55474.0]","[0.0, 0.0, 0.0, 0.0]"
"[22.0, -28.0, -24.0, 18.0]","[12768.0, 22429.0, 8090.0, 2518.0]","[55530.0, 55531.0, 55533.0, 55534.0]","[0.0, 0.0, 0.0, 0.0]"
"[27.0, -37.0, -35.0, 44.0]","[13993.0, 20982.0, 6783.0, 3805.0]","[55590.0, 55591.0, 55593.0, 55594.0]","[0.0, 0.0, 0.0, 0.0]"
"[26.0, -23.0, -24.0, 28.0]","[15866.0, 18977.0, 4953.0, 5973.0]","[55650.0, 55651.0, 55653.0, 55654.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -12.0, -10.0, 6.0]","[16480.0, 18359.0, 4396.0, 6614.0]","[55710.0, 55711.0, 55713.0, 55714.0]","[0.0, 0.0, 0.0, 0.0]"
"[32.0, -25.0, -27.0, 37.0]","[17577.0, 17078.0, 3189.0, 7894.0]","[55770.0, 55771.0, 55773.0, 55774.0]","[0.0, 0.0, 0.0, 0.0]"
"[12.0, -13.0, -6.0, 2.0]","[18799.0, 16025.0, 2169.0, 9149.0]","[55830.0, 55831.0, 55833.0, 55834.0]","[0.0, 0.0, 0.0, 0.0]"
"[6.0, -13.0, -10.0, 8.0]","[19242.0, 15530.0, 1783.0, 9519.0]","[55890.0, 55891.0, 55893.0, 55894.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -4.0, -5.0, 7.0]","[19527.0, 15158.0, 1421.0, 9804.0]","[55950.0, 55951.0, 55953.0, 55954.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, 2.0, -8.0, 3.0]","[19691.0, 14970.0, 1187.0, 9990.0]","[56010.0, 56011.0, 56013.0, 56014.0]","[0.0, 0.0, 0.0, 0.0]"
"[5.0, 1.0, 0.0, 6.0]","[19839.0, 14827.0, 1013.0, 10141.0]","[56070.0, 56071.0, 56073.0, 56074.0]","[0.0, 0.0, 0.0, 0.0]"
"[76.0, -40.0, -64.0, 16.0]","[21040.0, 14447.0, 57.0, 10428.0]","[56130.0, 56131.0, 56133.0, 56134.0]","[0.0, 0.0, 0.0, 0.0]"
"[63.0, -71.0, -85.0, 92.0]","[26440.0, 11431.0, 29571.0, 14095.0]","[56190.0, 56191.0, 56193.0, 56194.0]","[0.0, 0.0, 0.0, 0.0]"
"[39.0, -35.0, -28.0, 21.0]","[29651.0, 8139.0, 26583.0, 17772.0]","[56250.0, 56251.0, 56253.0, 56254.0]","[0.0, 0.0, 0.0, 0.0]"
"[33.0, -37.0, -39.0, 28.0]","[31099.0, 6703.0, 25169.0, 19175.0]","[56310.0, 56311.0, 56313.0, 56314.0]","[0.0, 0.0, 0.0, 0.0]"
"[47.0, -56.0, -54.0, 65.0]","[852.0, 3704.0, 22512.0, 22166.0]","[56370.0, 56371.0, 56373.0, 56374.0]","[0.0, 0.0, 0.0, 0.0]"
"[1.0, -32.0, -20.0, 20.0]","[1926.0, 1520.0, 21035.0, 24028.0]","[56430.0, 56431.0, 56433.0, 56434.0]","[0.0, 0.0, 0.0, 0.0]"
"[49.0, -42.0, -39.0, 30.0]","[3515.0, 148.0, 19904.0, 25533.0]","[56490.0, 56491.0, 56493.0, 56494.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -21.0, -24.0, 21.0]","[5454.0, 31186.0, 18143.0, 27316.0]","[56550.0, 56551.0, 56553.0, 56554.0]","[0.0, 0.0, 0.0, 0.0]"
"[13.0, -13.0, -7.0, 12.0]","[6247.0, 30628.0, 17536.0, 28023.0]","[56610.0, 56611.0, 56613.0, 56614.0]","[0.0, 0.0, 0.0, 0.0]"
"[28.0, -27.0, -31.0, 20.0]","[7357.0, 29423.0, 16225.0, 29232.0]","[56670.0, 56671.0, 56673.0, 56674.0]","[0.0, 0.0, 0.0, 0.0]"
"[19.0, -13.0, -3.0, 8.0]","[8251.0, 28480.0, 15281.0, 30145.0]","[56730.0, 56731.0, 56733.0, 56734.0]","[0.0, 0.0, 0.0, 0.0]"
"[2.0, -8.0, -11.0, 5.0]","[8728.0, 28079.0, 14960.0, 30458.0]","[56790.0, 56791.0, 56793.0, 56794.0]","[0.0, 0.0, 0.0, 0.0]"
"[0.0, -6.0, -5.0, 9.0]","[9122.0, 27700.0, 14525.0, 30875.0]","[56850.0, 56851.0, 56853.0, 56854.0]","[0.0, 0.0, 0.0, 0.0]"
"[3.0, -3.0, -4.0, 8.0]","[9388.0, 27382.0, 14186.0, 31155.0]","[56910.0, 56911.0, 56913.0, 56914.0]","[0.0, 0.0, 0.0, 0.0]"
"[4.0, -7.0, -5.0, 1.0]","[9615.0, 27116.0, 13954.0, 31314.0]","[56970.0, 56971.0, 56973.0, 56974.0]","[0.0, 0.0, 0.0, 0.0]"
"[-94.0, -86.0, -111.0, -89.0]","[5979.0, 23361.0, 9749.0, 27405.0]","[57030.0, 57031.0, 57033.0, 57034.0]","[0.0, 0.0, 0.0, 0.0]"
"[-79.0, -84.0, -91.0, -106.0]","[1449.0, 18715.0, 4695.0, 22643.0]","[57090.0, 57091.0, 57093.0, 57094.0]","[0.0, 0.0, 0.0, 0.0]"
"[-80.0, -85.0, -83.0, -99.0]","[29190.0, 13777.0, 32446.0, 17305.0]","[57150.0, 57151.0, 57153.0, 57154.0]","[0.0, 0.0, 0.0, 0.0]"
"[-112.0, -105.0, -109.0, -106.0]","[23868.0, 8576.0, 27456.0, 12179.0]","[57210.0, 57211.0, 57213.0, 57214.0]","[0.0, 0.0, 0.0, 0.0]"
"[-83.0, -84.0, -101.0, -93.0]","[18488.0, 3247.0, 22232.0, 6861.0]","[57270.0, 57271.0, 57273.0, 57274.0]","[0.0, 0.0, 0.0, 0.0]"
"[-110.0, -102.0, -107.0, -94.0]","[13360.0, 30473.0, 16760.0, 1572.0]","[57330.0, 57331.0, 57333.0, 57334.0]","[0.0, 0.0, 0.0, 0.0]"
